input,output,name,grade
latex2nemeth: \sqrtib 3 \sqrtie \sqrt-b 24 \sqrt-e,⠇⠩⠣⠒⠼⠆⠲⠻⠇⠱,Nth Root,Middle
latex2nemeth: A \setminus Y,⠇⠩⠠⠁⠸⠡⠠⠽⠇⠱,Set Operations,Middle
latex2nemeth: 60 \mixedfrac-b 9 \frac-separator 12 \mixedfrac-e,⠇⠩⠼⠖⠴⠸⠹⠔⠌⠂⠆⠸⠼⠇⠱,Mixed fraction,Elementary
latex2nemeth: 2\superscript-b 2 \superscript-e,⠇⠩⠼⠆⠘⠆⠐⠇⠱,Exponential,High
latex2nemeth: 91 - 33 - 100 - 31,⠇⠩⠼⠔⠂⠤⠼⠒⠒⠤⠼⠂⠴⠴⠤⠼⠒⠂⠇⠱,Subtraction Integers,Elementary
latex2nemeth: r\subscript-b 233 \subscript-e,⠇⠩⠗⠰⠆⠒⠒⠐⠇⠱,Subscripts,Middle
latex2nemeth: D\subscript-b 683 \subscript-e,⠇⠩⠠⠙⠰⠖⠦⠒⠐⠇⠱,Subscripts,Middle
latex2nemeth: .87,⠇⠩⠼⠨⠦⠶⠇⠱,Decimal starting with point,Elementary
latex2nemeth: |X - 5| > 6,⠇⠩⠳⠠⠭⠤⠢⠳⠼⠖⠇⠱,Absolute Value Inequality,High
latex2nemeth: -13 < d < -1,⠇⠩⠤⠼⠂⠒ ⠐⠅ ⠙ ⠐⠅ ⠤⠼⠂⠇⠱,Compound Inequality,High
latex2nemeth: \sqrt-b 53 \sqrt-e,⠇⠩⠜⠢⠒⠻⠇⠱,Square Root,Elementary
latex2nemeth: 18.12 + 90.28,⠇⠩⠼⠂⠦⠨⠂⠆⠬⠼⠔⠴⠨⠆⠦⠇⠱,Decimal Addition,Elementary
latex2nemeth: v - Y - A - V,⠇⠩⠧⠤⠠⠽⠤⠠⠁⠤⠠⠧⠇⠱,Subtraction Variables,Middle
latex2nemeth: 2 \geq -22,⠇⠩⠼⠆ ⠨⠂⠱ ⠤⠼⠆⠆⠇⠱,Inequality,Middle
latex2nemeth: p - K - d - U,⠇⠩⠏⠤⠠⠅⠤⠙⠤⠠⠥⠇⠱,Subtraction Variables,Middle
latex2nemeth: -4 \leq H \leq 3,⠇⠩⠤⠼⠲ ⠐⠅⠱ ⠠⠓ ⠐⠅⠱ ⠼⠒⠇⠱,Compound Inequality,High
latex2nemeth: -52m\superscript-b 2 \superscript-e + -77m + 32,⠇⠩⠤⠼⠢⠆⠍⠘⠆⠐⠬⠤⠼⠶⠶⠍⠬⠼⠒⠆⠇⠱,Quadratic Equations,High
latex2nemeth: -94 \leq -50,⠇⠩⠤⠼⠔⠲ ⠐⠅⠱ ⠤⠼⠢⠴⠇⠱,Inequality,Middle
"latex2nemeth: \int\subscript-b 1 \superscript-b 7 \superscript-e \sin x \, dy",⠇⠩⠮⠰⠂⠘⠶⠐⠎⠊⠝⠭⠀⠙⠽⠇⠱,Definite Integral,High
latex2nemeth: 92 - 60 - 2 - 45,⠇⠩⠼⠔⠆⠤⠼⠖⠴⠤⠼⠆⠤⠼⠲⠢⠇⠱,Subtraction Integers,Elementary
"latex2nemeth: \int\subscript-b \infty \superscript-b -\pi \superscript-e 1/x \, dy",⠇⠩⠮⠰⠿⠘⠤⠨⠏⠐⠼⠂⠸⠌⠭⠀⠙⠽⠇⠱,Improper Integral,High
latex2nemeth: \frac-b s + 8 \frac-separator 4 \frac-e \geq 12,⠇⠩⠹⠎⠬⠦⠌⠲⠼ ⠨⠂⠱ ⠂⠆⠇⠱,Fraction Inequality,High
latex2nemeth: J,⠇⠩⠠⠚⠇⠱,Variables,Middle
latex2nemeth: o \times i \times P \times z,⠇⠩⠕⠈⠡⠊⠈⠡⠠⠏⠈⠡⠵⠇⠱,Multiplication Variables,Middle
latex2nemeth: \sqrt-b 585 \sqrt-e,⠇⠩⠜⠢⠦⠢⠻⠇⠱,Square Root,Elementary
latex2nemeth: \frac-b 7 \frac-separator 2 \frac-e \div \frac-b 2 \frac-separator 7 \frac-e \div \frac-b 8 \frac-separator 3 \frac-e \div \frac-b 7 \frac-separator 1 \frac-e,⠇⠩⠹⠶⠌⠆⠼⠨⠌⠹⠆⠌⠶⠼⠨⠌⠹⠦⠌⠒⠼⠨⠌⠹⠶⠌⠂⠼⠇⠱,Division Fractions,Middle
latex2nemeth: A\superscript-b 2 \superscript-e < 35,⠇⠩⠠⠁⠘⠆⠐ ⠐⠅ ⠼⠒⠢⠇⠱,Power Inequality,High
latex2nemeth: 11 + 50 + 56 + 41,⠇⠩⠼⠂⠂⠬⠼⠢⠴⠬⠼⠢⠖⠬⠼⠲⠂⠇⠱,Addition Integers,Elementary
latex2nemeth: \ln(62),⠇⠩⠇⠝⠷⠼⠖⠆⠾⠇⠱,Logarithm,High
latex2nemeth: (o + 2)\superscript-b 2 \superscript-e - 4\superscript-b 2 \superscript-e = 0,⠇⠩⠷⠕⠬⠼⠆⠾⠘⠆⠐⠤⠼⠲⠘⠆⠐⠨⠨⠼⠴⠇⠱,Quadratic Completed Square,High
latex2nemeth: s,⠇⠩⠎⠇⠱,Variables,Middle
latex2nemeth: 13 + 50 + 22 + 78,⠇⠩⠼⠂⠒⠬⠼⠢⠴⠬⠼⠆⠆⠬⠼⠶⠦⠇⠱,Addition Integers,Elementary
latex2nemeth: 1.03 \times 2.05,⠇⠩⠼⠂⠨⠴⠒⠈⠡⠼⠆⠨⠴⠢⠇⠱,Decimal Multiplication,Elementary
latex2nemeth: -10 < k \leq 3,⠇⠩⠤⠼⠂⠴ ⠐⠅ ⠅ ⠐⠅⠱ ⠼⠒⠇⠱,Compound Inequality,High
latex2nemeth: \frac-b 7 \frac-separator 9 \frac-e \div \frac-b 3 \frac-separator 4 \frac-e \div \frac-b 5 \frac-separator 7 \frac-e \div \frac-b 4 \frac-separator 9 \frac-e,⠇⠩⠹⠶⠌⠔⠼⠨⠌⠹⠒⠌⠲⠼⠨⠌⠹⠢⠌⠶⠼⠨⠌⠹⠲⠌⠔⠼⠇⠱,Division Fractions,Middle
latex2nemeth: -51 + -50,⠇⠩⠤⠼⠢⠂⠬⠤⠼⠢⠴⠇⠱,Addition,Elementary
latex2nemeth: 554,⠇⠩⠼⠢⠢⠲⠇⠱,Three Digits,Elementary
latex2nemeth: |-80|,⠇⠩⠳⠤⠦⠴⠳⠇⠱,Absolute Value,Elementary
latex2nemeth: 82,⠇⠩⠼⠦⠆⠇⠱,Double Digits,Elementary
latex2nemeth: V\superscript-b 2 \superscript-e \geq 23,⠇⠩⠠⠧⠘⠆⠐ ⠨⠂⠱ ⠼⠆⠒⠇⠱,Power Inequality,High
latex2nemeth: 661.492,⠇⠩⠼⠖⠖⠂⠨⠲⠔⠆⠇⠱,Decimal Triple,Elementary
latex2nemeth: 82 - 69 - 34 - 29,⠇⠩⠼⠦⠆⠤⠼⠖⠔⠤⠼⠒⠲⠤⠼⠆⠔⠇⠱,Subtraction Integers,Elementary
latex2nemeth: 2\superscript-b 5 \superscript-e,⠇⠩⠼⠆⠘⠢⠐⠇⠱,Exponential,High
latex2nemeth: \sqrt-b 998 \sqrt-e,⠇⠩⠜⠔⠔⠦⠻⠇⠱,Square Root,Elementary
latex2nemeth: 775.6,⠇⠩⠼⠶⠶⠢⠨⠖⠇⠱,Decimal Single,Elementary
latex2nemeth: \sqrtib {30} \sqrtie \sqrt-b 17 \sqrt-e,⠇⠩⠣⠒⠴⠼⠂⠶⠻⠇⠱,Cube Root,Middle
latex2nemeth: \sqrt-b 935 \sqrt-e,⠇⠩⠜⠔⠒⠢⠻⠇⠱,Square Root,Elementary
latex2nemeth: (Y + 3)(Y + 4) = 0,⠇⠩⠷⠠⠽⠬⠼⠒⠾⠷⠠⠽⠬⠼⠲⠾⠨⠨⠼⠴⠇⠱,Quadratic Factored Form,High
latex2nemeth: -28\superscript-b 278 \superscript-e,⠇⠩⠤⠼⠆⠦⠘⠆⠶⠦⠐⠇⠱,Power,Middle
"latex2nemeth: \int \ln x \, dy",⠇⠩⠮⠇⠝⠭⠀⠙⠽⠇⠱,Indefinite Integral,High
latex2nemeth: 5s + 83 \geq 59,⠇⠩⠼⠢⠎⠬⠼⠦⠒ ⠨⠂⠱ ⠼⠢⠔⠇⠱,Variable Inequality,Middle
latex2nemeth: d + Q + w + s,⠇⠩⠙⠬⠠⠟⠬⠺⠬⠎⠇⠱,Addition Variables,Middle
latex2nemeth: \frac-b 1 \frac-separator 2 \frac-e \div \frac-b 2 \frac-separator 5 \frac-e \div \frac-b 8 \frac-separator 5 \frac-e \div \frac-b 9 \frac-separator 10 \frac-e,⠇⠩⠹⠂⠌⠆⠼⠨⠌⠹⠆⠌⠢⠼⠨⠌⠹⠦⠌⠢⠼⠨⠌⠹⠔⠌⠂⠴⠼⠇⠱,Division Fractions,Middle
latex2nemeth: e\superscript-b 0 \superscript-e,⠇⠩⠑⠘⠴⠐⠇⠱,Exponential Equation,High
latex2nemeth: \frac-b u + 5 \frac-separator 10 \frac-e \leq 4,⠇⠩⠹⠥⠬⠢⠌⠂⠴⠼ ⠐⠅⠱ ⠲⠇⠱,Fraction Inequality,High
latex2nemeth: \frac-b C + 1 \frac-separator 3 \frac-e,⠇⠩⠹⠠⠉⠬⠂⠌⠒⠼⠇⠱,Fraction with Variable,Middle
latex2nemeth: .87,⠇⠩⠼⠨⠦⠶⠇⠱,Decimal starting with point,Elementary
latex2nemeth: -48 \div 16,⠇⠩⠤⠼⠲⠦⠨⠌⠼⠂⠖⠇⠱,Division,Elementary
latex2nemeth: 29\sqrt-b 16948 \sqrt-e,⠇⠩⠼⠆⠔⠜⠂⠖⠔⠲⠦⠻⠇⠱,Surd with Coefficient,Middle
latex2nemeth: 81 + 53 + 49 + 24,⠇⠩⠼⠦⠂⠬⠼⠢⠒⠬⠼⠲⠔⠬⠼⠆⠲⠇⠱,Addition Integers,Elementary
latex2nemeth: \sqrtib 5 \sqrtie \sqrt-b 90 \sqrt-e,⠇⠩⠣⠢⠼⠔⠴⠻⠇⠱,Nth Root,Middle
latex2nemeth: -17 + 24,⠇⠩⠤⠼⠂⠶⠬⠼⠆⠲⠇⠱,Addition,Elementary
latex2nemeth: 10\superscript-b 1 \superscript-e,⠇⠩⠼⠂⠴⠘⠂⠐⠇⠱,Exponential,High
latex2nemeth: .56,⠇⠩⠼⠨⠢⠖⠇⠱,Decimal starting with point,Elementary
latex2nemeth: N \div d \div t \div p,⠇⠩⠠⠝⠨⠌⠙⠨⠌⠞⠨⠌⠏⠇⠱,Division Variables,Middle
latex2nemeth: 71.73 + 48.2 + 83.32 + 12.52,⠇⠩⠼⠶⠂⠨⠶⠒⠬⠼⠲⠦⠨⠆⠬⠼⠦⠒⠨⠒⠆⠬⠼⠂⠆⠨⠢⠆⠇⠱,Multi-Term Addition Decimals,Elementary
latex2nemeth: A \in X,⠇⠩⠠⠁ ⠈⠑ ⠠⠭⠇⠱,Set Operations,Middle
latex2nemeth: \frac-b 59 \frac-separator 93 \frac-e,⠇⠩⠹⠢⠔⠌⠔⠒⠼⠇⠱,Fraction,Elementary
latex2nemeth: 94\sqrt-b 15282 \sqrt-e,⠇⠩⠼⠔⠲⠜⠂⠢⠆⠦⠆⠻⠇⠱,Surd with Coefficient,Middle
latex2nemeth: 26 + 30 + 71 + 2,⠇⠩⠼⠆⠖⠬⠼⠒⠴⠬⠼⠶⠂⠬⠼⠆⠇⠱,Addition Integers,Elementary
latex2nemeth: 34 - 76,⠇⠩⠼⠒⠲⠤⠼⠶⠖⠇⠱,Subtraction,Elementary
latex2nemeth: \arcsin(54\superscript-b \circ \superscript-e),⠇⠩⠁⠗⠉⠎⠊⠝⠷⠼⠢⠲⠘⠨⠡⠐⠾⠇⠱,Trig,High
latex2nemeth: -13 < K \leq 4,⠇⠩⠤⠼⠂⠒ ⠐⠅ ⠠⠅ ⠐⠅⠱ ⠼⠲⠇⠱,Compound Inequality,High
latex2nemeth: \frac-b N + 1 \frac-separator 9 \frac-e,⠇⠩⠹⠠⠝⠬⠂⠌⠔⠼⠇⠱,Fraction with Variable,Middle
latex2nemeth: 44 + 46 + 47 + 47,⠇⠩⠼⠲⠲⠬⠼⠲⠖⠬⠼⠲⠶⠬⠼⠲⠶⠇⠱,Addition Integers,Elementary
latex2nemeth: 81\superscript-b 13 \superscript-e,⠇⠩⠼⠦⠂⠘⠂⠒⠐⠇⠱,Power,Middle
latex2nemeth: 3 \times 6 \times 10 \times 7,⠇⠩⠼⠒⠈⠡⠼⠖⠈⠡⠼⠂⠴⠈⠡⠼⠶⠇⠱,Multiplication Integers,Elementary
latex2nemeth: 25,⠇⠩⠼⠆⠢⠇⠱,Double Digits,Elementary
latex2nemeth: |3|,⠇⠩⠳⠒⠳⠇⠱,Absolute Value,Elementary
latex2nemeth: \frac-b 1 \frac-separator 2 \frac-e \times \frac-b 2 \frac-separator 3 \frac-e \times \frac-b 1 \frac-separator 6 \frac-e \times \frac-b 3 \frac-separator 10 \frac-e,⠇⠩⠹⠂⠌⠆⠼⠈⠡⠹⠆⠌⠒⠼⠈⠡⠹⠂⠌⠖⠼⠈⠡⠹⠒⠌⠂⠴⠼⠇⠱,Multiplication Fractions,Middle
latex2nemeth: |Z - 7| > 9,⠇⠩⠳⠠⠵⠤⠶⠳⠼⠔⠇⠱,Absolute Value Inequality,High
latex2nemeth: \frac-b 4 \frac-separator 1 \frac-e \times \frac-b 9 \frac-separator 2 \frac-e \times \frac-b 5 \frac-separator 1 \frac-e \times \frac-b 8 \frac-separator 1 \frac-e,⠇⠩⠹⠲⠌⠂⠼⠈⠡⠹⠔⠌⠆⠼⠈⠡⠹⠢⠌⠂⠼⠈⠡⠹⠦⠌⠂⠼⠇⠱,Multiplication Fractions,Middle
latex2nemeth: B \supseteq X,⠇⠩⠠⠃ ⠸⠨⠂⠱ ⠠⠭⠇⠱,Set Notation,Middle
latex2nemeth: 85 + 19 + 6 + 1,⠇⠩⠼⠦⠢⠬⠼⠂⠔⠬⠼⠖⠬⠼⠂⠇⠱,Addition Integers,Elementary
latex2nemeth: o\subscript-b 695 \subscript-e,⠇⠩⠕⠰⠖⠔⠢⠐⠇⠱,Subscripts,Middle
latex2nemeth: (M + 3)(M + 5) = 0,⠇⠩⠷⠠⠍⠬⠼⠒⠾⠷⠠⠍⠬⠼⠢⠾⠨⠨⠼⠴⠇⠱,Quadratic Factored Form,High
latex2nemeth: -38 \leq 68,⠇⠩⠤⠼⠒⠦ ⠐⠅⠱ ⠼⠖⠦⠇⠱,Inequality,Middle
latex2nemeth: l,⠇⠩⠇⠇⠱,Variables,Middle
latex2nemeth: 177,⠇⠩⠼⠂⠶⠶⠇⠱,Three Digits,Elementary
latex2nemeth: \sqrt-b 13 \sqrt-e,⠇⠩⠜⠂⠒⠻⠇⠱,Root,Elementary
latex2nemeth: w - w - L - b,⠇⠩⠺⠤⠺⠤⠠⠇⠤⠃⠇⠱,Subtraction Variables,Middle
latex2nemeth: Y \times g \times D \times T,⠇⠩⠠⠽⠈⠡⠛⠈⠡⠠⠙⠈⠡⠠⠞⠇⠱,Multiplication Variables,Middle
latex2nemeth: 829.90,⠇⠩⠼⠦⠆⠔⠨⠔⠴⠇⠱,Decimal Double,Elementary
latex2nemeth: 81!,⠇⠩⠼⠦⠂⠯⠇⠱,Factorial,Middle
latex2nemeth: 81,⠇⠩⠼⠦⠂⠇⠱,Double Digits,Elementary
latex2nemeth: 4,⠇⠩⠼⠲⠇⠱,Single Digits,Elementary
latex2nemeth: 6z + 7z = 34,⠇⠩⠼⠖⠵⠬⠼⠶⠵⠨⠨⠼⠒⠲⠇⠱,Linear Equation Mult Vars,Middle
latex2nemeth: d - l - U - e,⠇⠩⠙⠤⠇⠤⠠⠥⠤⠑⠇⠱,Subtraction Variables,Middle
latex2nemeth: 200.503,⠇⠩⠼⠆⠴⠴⠨⠢⠴⠒⠇⠱,Decimal Triple,Elementary
latex2nemeth: 8.8 \times 2.09,⠇⠩⠼⠦⠨⠦⠈⠡⠼⠆⠨⠴⠔⠇⠱,Decimal Multiplication,Elementary
latex2nemeth: \sqrtib 4 \sqrtie \sqrt-b 2 \sqrt-e,⠇⠩⠣⠲⠼⠆⠻⠇⠱,Nth Root,Middle
latex2nemeth: 30 \bmod 5,⠇⠩⠼⠒⠴ ⠍⠕⠙ ⠼⠢⠇⠱,Modulus,Middle
"latex2nemeth: \int\subscript-b 5 \superscript-b 8 \superscript-e 1/x \, dx",⠇⠩⠮⠰⠢⠘⠦⠐⠼⠂⠸⠌⠭⠀⠙⠭⠇⠱,Definite Integral,High
latex2nemeth: 8.89 \times 3.15 \times 1.76 \times 8.08,⠇⠩⠼⠦⠨⠦⠔⠈⠡⠼⠒⠨⠂⠢⠈⠡⠼⠂⠨⠶⠖⠈⠡⠼⠦⠨⠴⠦⠇⠱,Multi-Term Multiplication Decimals,Elementary
latex2nemeth: N,⠇⠩⠠⠝⠇⠱,Variables,Middle
latex2nemeth: \Theta,⠇⠩⠨⠠⠹⠇⠱,Greek Letters,Middle
latex2nemeth: 2 \times 2 \times 9 \times 4,⠇⠩⠼⠆⠈⠡⠼⠆⠈⠡⠼⠔⠈⠡⠼⠲⠇⠱,Multiplication Integers,Elementary
latex2nemeth: 29934,⠇⠩⠼⠆⠔⠔⠒⠲⠇⠱,Large Numbers,Middle
"latex2nemeth: \int\subscript-b \infty \superscript-b -\pi \superscript-e 1/x \, dx",⠇⠩⠮⠰⠿⠘⠤⠨⠏⠐⠼⠂⠸⠌⠭⠀⠙⠭⠇⠱,Improper Integral,High
latex2nemeth: 1R\superscript-b 3 \superscript-e + 5R\superscript-b 2 \superscript-e + -3R + -4 = 0,⠇⠩⠼⠂⠠⠗⠘⠒⠐⠬⠼⠢⠠⠗⠘⠆⠐⠬⠤⠼⠒⠠⠗⠬⠤⠼⠲⠨⠨⠼⠴⠇⠱,Cubic Expanded,High
latex2nemeth: -1 \leq h \leq 12,⠇⠩⠤⠼⠂ ⠐⠅⠱ ⠓ ⠐⠅⠱ ⠼⠂⠆⠇⠱,Compound Inequality,High
latex2nemeth: -76 \mixedfrac-b 8 \frac-separator 12 \mixedfrac-e,⠇⠩⠤⠼⠶⠖⠸⠹⠦⠌⠂⠆⠸⠼⠇⠱,Mixed fraction,Elementary
latex2nemeth: 6.19 \div 5.82 \div 5.27 \div 7.08,⠇⠩⠼⠖⠨⠂⠔⠨⠌⠼⠢⠨⠦⠆⠨⠌⠼⠢⠨⠆⠶⠨⠌⠼⠶⠨⠴⠦⠇⠱,Multi-Term Division Decimals,Elementary
latex2nemeth: -37W\superscript-b 3 \superscript-e + 77W\superscript-b 2 \superscript-e + -68W + -92,⠇⠩⠤⠼⠒⠶⠠⠺⠘⠒⠐⠬⠼⠶⠶⠠⠺⠘⠆⠐⠬⠤⠼⠖⠦⠠⠺⠬⠤⠼⠔⠆⠇⠱,Cubic Equation,High
latex2nemeth: \sqrtib {23} \sqrtie \sqrt-b 12 \sqrt-e,⠇⠩⠣⠆⠒⠼⠂⠆⠻⠇⠱,Cube Root,Middle
latex2nemeth: .94,⠇⠩⠼⠨⠔⠲⠇⠱,Decimal starting with point,Elementary
latex2nemeth: T \times U \times F \times D,⠇⠩⠠⠞⠈⠡⠠⠥⠈⠡⠠⠋⠈⠡⠠⠙⠇⠱,Multiplication Variables,Middle
latex2nemeth: \frac-b -20 \frac-separator 68 \frac-e,⠇⠩⠹⠤⠆⠴⠌⠖⠦⠼⠇⠱,Fraction,Elementary
"latex2nemeth: \int x\superscript-b 2 \superscript-e \, dy",⠇⠩⠮⠭⠘⠆⠐⠙⠽⠇⠱,Indefinite Integral,High
latex2nemeth: 1.05 \div 3.31 \div 9.67 \div 5.79,⠇⠩⠼⠂⠨⠴⠢⠨⠌⠼⠒⠨⠒⠂⠨⠌⠼⠔⠨⠖⠶⠨⠌⠼⠢⠨⠶⠔⠇⠱,Multi-Term Division Decimals,Elementary
latex2nemeth: \ln(75),⠇⠩⠇⠝⠷⠼⠶⠢⠾⠇⠱,Logarithm,High
latex2nemeth: 4.59 \times 9.56,⠇⠩⠼⠲⠨⠢⠔⠈⠡⠼⠔⠨⠢⠖⠇⠱,Decimal Multiplication,Elementary
latex2nemeth: -4700 \div 50,⠇⠩⠤⠼⠲⠶⠴⠴⠨⠌⠼⠢⠴⠇⠱,Division,Elementary
latex2nemeth: \frac-b 1 \frac-separator 1 \frac-e + \frac-b 5 \frac-separator 6 \frac-e + \frac-b 1 \frac-separator 5 \frac-e + \frac-b 6 \frac-separator 5 \frac-e,⠇⠩⠹⠂⠌⠂⠼⠬⠹⠢⠌⠖⠼⠬⠹⠂⠌⠢⠼⠬⠹⠖⠌⠢⠼⠇⠱,Addition Fractions,Middle
latex2nemeth: 69.99 - 75.63 - 81.8 - 78.29,⠇⠩⠼⠖⠔⠨⠔⠔⠤⠼⠶⠢⠨⠖⠒⠤⠼⠦⠂⠨⠦⠤⠼⠶⠦⠨⠆⠔⠇⠱,Multi-Term Subtraction Decimals,Elementary
latex2nemeth: 66,⠇⠩⠼⠖⠖⠇⠱,Double Digits,Elementary
latex2nemeth: B \setminus Y,⠇⠩⠠⠃⠸⠡⠠⠽⠇⠱,Set Operations,Middle
latex2nemeth: 412.142,⠇⠩⠼⠲⠂⠆⠨⠂⠲⠆⠇⠱,Decimal Triple,Elementary
latex2nemeth: k\subscript-b 933 \subscript-e,⠇⠩⠅⠰⠔⠒⠒⠐⠇⠱,Subscripts,Middle
latex2nemeth: \sqrtib {5} \sqrtie \sqrt-b 28 \sqrt-e,⠇⠩⠣⠢⠼⠆⠦⠻⠇⠱,Cube Root,Middle
latex2nemeth: 2\superscript-b 4 \superscript-e,⠇⠩⠼⠆⠘⠲⠐⠇⠱,Exponential,High
latex2nemeth: \sqrt-b 6 \sqrt-e,⠇⠩⠜⠖⠻⠇⠱,Root,Elementary
latex2nemeth: F\subscript-b 204 \subscript-e,⠇⠩⠠⠋⠰⠆⠴⠲⠐⠇⠱,Subscripts,Middle
latex2nemeth: m,⠇⠩⠍⠇⠱,Variables,Middle
latex2nemeth: .93,⠇⠩⠼⠨⠔⠒⠇⠱,Decimal starting with point,Elementary
"latex2nemeth: \int\subscript-b 1 \superscript-b 9 \superscript-e x\superscript-b 2 \superscript-e \, dy",⠇⠩⠮⠰⠂⠘⠔⠐⠭⠘⠆⠐⠙⠽⠇⠱,Definite Integral,High
latex2nemeth: 989 \div 23,⠇⠩⠼⠔⠦⠔⠨⠌⠼⠆⠒⠇⠱,Division,Elementary
latex2nemeth: 6 \div 1 \div 2 \div 9,⠇⠩⠼⠖⠨⠌⠼⠂⠨⠌⠼⠆⠨⠌⠼⠔⠇⠱,Division Integers,Elementary
latex2nemeth: 3 \div 7 \div 10 \div 4,⠇⠩⠼⠒⠨⠌⠼⠶⠨⠌⠼⠂⠴⠨⠌⠼⠲⠇⠱,Division Integers,Elementary
latex2nemeth: -1 - -50,⠇⠩⠤⠼⠂⠤⠤⠼⠢⠴⠇⠱,Subtraction,Elementary
latex2nemeth: 7t + 86 \geq 41,⠇⠩⠼⠶⠞⠬⠼⠦⠖ ⠨⠂⠱ ⠼⠲⠂⠇⠱,Variable Inequality,Middle
latex2nemeth: 38 \div 2,⠇⠩⠼⠒⠦⠨⠌⠼⠆⠇⠱,Division,Elementary
latex2nemeth: 49\superscript-b 80 \superscript-e,⠇⠩⠼⠲⠔⠘⠦⠴⠐⠇⠱,Exponential Equation,High
latex2nemeth: e\superscript-b 1 \superscript-e,⠇⠩⠑⠘⠂⠐⠇⠱,Exponential,High
latex2nemeth: 1.1 \times 1.26,⠇⠩⠼⠂⠨⠂⠈⠡⠼⠂⠨⠆⠖⠇⠱,Decimal Multiplication,Elementary
latex2nemeth: 3M\superscript-b 3 \superscript-e + -2M\superscript-b 2 \superscript-e + -5M + -3 = 0,⠇⠩⠼⠒⠠⠍⠘⠒⠐⠬⠤⠼⠆⠠⠍⠘⠆⠐⠬⠤⠼⠢⠠⠍⠬⠤⠼⠒⠨⠨⠼⠴⠇⠱,Cubic Expanded,High
latex2nemeth: |-46|,⠇⠩⠳⠤⠲⠖⠳⠇⠱,Absolute Value,Elementary
latex2nemeth: 2\superscript-b 64 \superscript-e,⠇⠩⠼⠆⠘⠖⠲⠐⠇⠱,Exponential Equation,High
latex2nemeth: 28\superscript-b 300 \superscript-e,⠇⠩⠼⠆⠦⠘⠒⠴⠴⠐⠇⠱,Power,Middle
latex2nemeth: |36|,⠇⠩⠳⠒⠖⠳⠇⠱,Absolute Value,Elementary
"latex2nemeth: \int \sin x \, dz",⠇⠩⠮⠎⠊⠝⠭⠀⠙⠵⠇⠱,Indefinite Integral,High
latex2nemeth: e\superscript-b 47 \superscript-e,⠇⠩⠑⠘⠲⠶⠐⠇⠱,Exponential Equation,High
latex2nemeth: 81.734,⠇⠩⠼⠦⠂⠨⠶⠒⠲⠇⠱,Decimal Triple,Elementary
latex2nemeth: 10\superscript-b 5 \superscript-e,⠇⠩⠼⠂⠴⠘⠢⠐⠇⠱,Exponential,High
latex2nemeth: 25.3,⠇⠩⠼⠆⠢⠨⠒⠇⠱,Decimal Single,Elementary
latex2nemeth: x\subscript-b 282 \subscript-e,⠇⠩⠭⠰⠆⠦⠆⠐⠇⠱,Subscripts,Middle
latex2nemeth: \arctan(90\superscript-b \circ \superscript-e),⠇⠩⠁⠗⠉⠞⠁⠝⠷⠼⠔⠴⠘⠨⠡⠐⠾⠇⠱,Trig,High
latex2nemeth: 20.02 - 31.86 - 42.34 - 13.2,⠇⠩⠼⠆⠴⠨⠴⠆⠤⠼⠒⠂⠨⠦⠖⠤⠼⠲⠆⠨⠒⠲⠤⠼⠂⠒⠨⠆⠇⠱,Multi-Term Subtraction Decimals,Elementary
latex2nemeth: z - w - z - l,⠇⠩⠵⠤⠺⠤⠵⠤⠇⠇⠱,Subtraction Variables,Middle
latex2nemeth: 9W + 65 > -9,⠇⠩⠼⠔⠠⠺⠬⠼⠖⠢ ⠨⠂ ⠤⠼⠔⠇⠱,Variable Inequality,Middle
latex2nemeth: \sqrt-b 728 \sqrt-e,⠇⠩⠜⠶⠆⠦⠻⠇⠱,Square Root,Elementary
latex2nemeth: 52\sqrt-b 14406 \sqrt-e,⠇⠩⠼⠢⠆⠜⠂⠲⠲⠴⠖⠻⠇⠱,Surd with Coefficient,Middle
latex2nemeth: B \subseteq X,⠇⠩⠠⠃ ⠸⠐⠅⠱ ⠠⠭⠇⠱,Set Notation,Middle
latex2nemeth: -95 + 33,⠇⠩⠤⠼⠔⠢⠬⠼⠒⠒⠇⠱,Addition,Elementary
"latex2nemeth: \int\subscript-b \infty \superscript-b -1 \superscript-e \ln x \, dy",⠇⠩⠮⠰⠿⠘⠤⠂⠐⠇⠝⠭⠀⠙⠽⠇⠱,Improper Integral,High
latex2nemeth: \frac-b 9 \frac-separator 7 \frac-e - \frac-b 4 \frac-separator 3 \frac-e - \frac-b 6 \frac-separator 1 \frac-e - \frac-b 1 \frac-separator 7 \frac-e,⠇⠩⠹⠔⠌⠶⠼⠤⠹⠲⠌⠒⠼⠤⠹⠖⠌⠂⠼⠤⠹⠂⠌⠶⠼⠇⠱,Subtraction Fractions,Middle
latex2nemeth: 864.28,⠇⠩⠼⠦⠖⠲⠨⠆⠦⠇⠱,Decimal Double,Elementary
latex2nemeth: k \times F \times n \times R,⠇⠩⠅⠈⠡⠠⠋⠈⠡⠝⠈⠡⠠⠗⠇⠱,Multiplication Variables,Middle
latex2nemeth: g\subscript-b 731 \subscript-e,⠇⠩⠛⠰⠶⠒⠂⠐⠇⠱,Subscripts,Middle
latex2nemeth: \sqrtib {36} \sqrtie \sqrt-b 41 \sqrt-e,⠇⠩⠣⠒⠖⠼⠲⠂⠻⠇⠱,Cube Root,Middle
